layer	head	precision	recall	f1	aupr	predicted_edges	true_edges	candidate_pairs	candidate_positives	candidate_positive_rate	evaluated_pairs	aupr_bootstrap_mean	aupr_bootstrap_std	aupr_bootstrap_ci_low	aupr_bootstrap_ci_high	bootstrap_mean_rank	bootstrap_top_k_freq
1	2	0.0	0.0	0.0	0.0012141358406947177	59999	32	1438800	30	2.085070892410342e-05	50000	0.0015251519811022313	0.0005062307649601368	0.0005530122996977684	0.0026398312363684387	92.78	0.0
1	3	5.0000833347222455e-05	0.09375	9.994836001399276e-05	0.0015629648067697409	59999	32	1438800	30	2.085070892410342e-05	50000	0.001917421680219787	0.0006860018787614927	0.0006835692329876491	0.0034897132819057338	40.68	0.0
1	4	1.666722224074136e-05	0.03125	3.3316674995835414e-05	0.00137802281874473	59998	32	1438800	30	2.085070892410342e-05	50000	0.0017093480812217748	0.0005921071131840834	0.000577338014269195	0.002954812977831724	71.56	0.0
1	5	3.3333888898148306e-05	0.0625	6.663224000932853e-05	0.00132984098657315	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016758419252960904	0.000561730383120559	0.0006295572742255732	0.002934544299979166	76.28	0.0
1	6	6.666777779629661e-05	0.125	0.00013326448001865706	0.001944578142997787	59999	32	1438800	30	2.085070892410342e-05	50000	0.002401228898129031	0.0009451113454771111	0.0008077889127651714	0.004697317361945704	12.96	0.32
1	7	0.0	0.0	0.0	0.0012581035694364225	59999	32	1438800	30	2.085070892410342e-05	50000	0.0015728278866616386	0.0005284020949062106	0.0005694036130903576	0.0027557489668355913	90.22	0.0
2	0	1.6666666666666667e-05	0.03125	3.331556503198295e-05	0.0014407488376765015	60000	32	1438800	30	2.085070892410342e-05	50000	0.0018006769381685706	0.0006338185839990936	0.0006303207559639144	0.0032095938698719	59.92	0.0
2	1	1.666722224074136e-05	0.03125	3.3316674995835414e-05	0.0014617075303958052	59998	32	1438800	30	2.085070892410342e-05	50000	0.0017953595681281518	0.0006102458503411805	0.0006411895773344653	0.0031796731614257105	57.02	0.0
2	2	5e-05	0.09375	9.994669509594884e-05	0.0017613948395284495	60000	32	1438800	30	2.085070892410342e-05	50000	0.00209917392564812	0.0007897174818493557	0.0006885856962568331	0.0036244578949048228	26.1	0.06
2	3	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.001701300783380264	59999	32	1438800	30	2.085070892410342e-05	50000	0.0020617917906233427	0.0007414423463579073	0.0007244611187671153	0.0037350295326473624	25.12	0.0
2	4	5.000166672222407e-05	0.09375	9.995002498750624e-05	0.0015357502603620444	59998	32	1438800	30	2.085070892410342e-05	50000	0.001909631487689155	0.0006900378958746318	0.0006197793640883783	0.003375184042720129	45.12	0.06
2	5	0.0	0.0	0.0	0.0012872113952053378	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016099471604728995	0.0005369973475796387	0.000591556635132845	0.0027988358368813415	86.5	0.0
2	6	0.0	0.0	0.0	0.0013208389907875791	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016547523946087894	0.0005732623912742519	0.0006018906827826674	0.0029144161810765847	82.3	0.0
2	7	0.0	0.0	0.0	0.0013538589498199103	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016818759376144602	0.0005715117806063355	0.0006139311082517272	0.0029814354453620443	76.6	0.0
3	0	3.3333333333333335e-05	0.0625	6.66311300639659e-05	0.0015770011378884521	60000	32	1438800	30	2.085070892410342e-05	50000	0.0019192433084992747	0.0006820054868737315	0.0006351930407086086	0.003404266953122421	39.78	0.0
3	1	6.666888896296543e-05	0.125	0.00013326669998334166	0.001530661843164922	59998	32	1438800	30	2.085070892410342e-05	50000	0.0018651605990033216	0.0006976396077845732	0.0006431276465703571	0.003284499725286388	50.78	0.0
3	2	0.00015	0.28125	0.00029984008528784645	0.0021926421391756136	60000	32	1438800	30	2.085070892410342e-05	50000	0.002652213906911275	0.0011381059632142084	0.0009468146465116065	0.00557238497103009	8.64	0.72
3	3	6.666777779629661e-05	0.125	0.00013326448001865706	0.0016685644815312762	59999	32	1438800	30	2.085070892410342e-05	50000	0.0020140102134690303	0.0007297779669570948	0.000732513951899711	0.0036281355690621075	29.54	0.02
3	4	3.333444448148272e-05	0.0625	6.663334999167083e-05	0.0015522030080177248	59998	32	1438800	30	2.085070892410342e-05	50000	0.001896178736299402	0.0006931954383808242	0.0006607214752153671	0.0033672272808311925	44.28	0.0
3	5	0.0	0.0	0.0	0.0013593315909926822	60000	32	1438800	30	2.085070892410342e-05	50000	0.0016912975699131837	0.0005846833185312083	0.0005929823899763202	0.0030110031236928393	76.92	0.0
3	6	0.0	0.0	0.0	0.0012878700027317937	60000	32	1438800	30	2.085070892410342e-05	50000	0.001615107604645412	0.0005384522572291315	0.0005835995321781548	0.0027605217100906917	86.06	0.0
3	7	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.0016024246003447124	59999	32	1438800	30	2.085070892410342e-05	50000	0.0019498381199710311	0.0007141168726867046	0.0006596710912087268	0.0034574063123312343	36.62	0.0
4	0	8.333472224537075e-05	0.15625	0.00016658060002332128	0.0015432552329863376	59999	32	1438800	30	2.085070892410342e-05	50000	0.0019074465468663273	0.0006804288199932153	0.0006585452667504788	0.0034731922308900206	43.56	0.0
4	1	3.3333333333333335e-05	0.0625	6.66311300639659e-05	0.0014571319302288653	60000	32	1438800	30	2.085070892410342e-05	50000	0.0018012971309504617	0.0006370892768289176	0.0006089650979754628	0.003094007229211428	59.12	0.0
4	2	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.0012950679517893505	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016278276251673858	0.0005440409480015172	0.0005799167769552046	0.002777359754487372	84.56	0.0
4	3	0.0001166705556851895	0.21875	0.0002332167249708479	0.00252317283031075	59998	32	1438800	30	2.085070892410342e-05	50000	0.002966366359124431	0.0012906808214314656	0.0010412162972124556	0.005944463501039435	5.26	0.92
4	4	5.000166672222407e-05	0.09375	9.995002498750624e-05	0.0016719388713585252	59998	32	1438800	30	2.085070892410342e-05	50000	0.0021633002458239163	0.0007419774277226097	0.0006743258216246758	0.003539661978121167	23.68	0.16
4	5	5.0000833347222455e-05	0.09375	9.994836001399276e-05	0.001550239467663566	59999	32	1438800	30	2.085070892410342e-05	50000	0.0019117821625591923	0.000676081510809582	0.0006542774320971951	0.003357697859737428	40.1	0.0
4	6	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.0013620730314062878	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016954222256986486	0.0005770962832443315	0.0006125902272651426	0.002919096235495924	74.92	0.0
4	7	1.666722224074136e-05	0.03125	3.3316674995835414e-05	0.001440621423582463	59998	32	1438800	30	2.085070892410342e-05	50000	0.0017874840353738523	0.0006323193792214677	0.0006260073457466444	0.00314471484969961	58.38	0.0
5	0	3.3333333333333335e-05	0.0625	6.66311300639659e-05	0.0014600138639662905	60000	32	1438800	30	2.085070892410342e-05	50000	0.001797455140713818	0.0006580994620405973	0.0006339121293703692	0.0032792267297581477	60.88	0.0
5	1	3.3333333333333335e-05	0.0625	6.66311300639659e-05	0.0014912249218424615	60000	32	1438800	30	2.085070892410342e-05	50000	0.0018278272425963085	0.0006278519792760626	0.0006315597412211711	0.0030966874662150035	53.66	0.0
5	2	5.000166672222407e-05	0.09375	9.995002498750624e-05	0.001584923378182211	59998	32	1438800	30	2.085070892410342e-05	50000	0.0019587029507054958	0.000733076934093125	0.0006989298320424092	0.003764511134131796	39.06	0.0
5	3	5.0000833347222455e-05	0.09375	9.994836001399276e-05	0.0017895413146234208	59999	32	1438800	30	2.085070892410342e-05	50000	0.0021566270493409063	0.0008035211087935848	0.0007844096105253176	0.003926992875862394	20.42	0.0
5	4	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.0014033295964963398	59999	32	1438800	30	2.085070892410342e-05	50000	0.0017610819193358046	0.0006617655712944191	0.0006538946615438232	0.0033538648712249934	68.44	0.0
5	5	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.0014938712781404834	59999	32	1438800	30	2.085070892410342e-05	50000	0.0018130960184054264	0.0006496050174751954	0.0006179510250385902	0.003229571398293907	56.32	0.0
5	6	0.0	0.0	0.0	0.0012060389586870308	59999	32	1438800	30	2.085070892410342e-05	50000	0.0015068933032018421	0.0005028707271316458	0.0005505905065197908	0.0026259511342132317	93.24	0.0
5	7	0.00015000250004166735	0.28125	0.0002998450800419783	0.0025828467322350727	59999	32	1438800	30	2.085070892410342e-05	50000	0.003009747132539609	0.0012659754163316089	0.0008952415282565078	0.006415373138886448	4.86	0.92
6	0	0.0	0.0	0.0	0.0012983950885362945	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016150593057723233	0.0005538174516596584	0.0005985539539288433	0.0028862991117623066	86.18	0.0
6	1	1.6666666666666667e-05	0.03125	3.331556503198295e-05	0.0015513067955101028	60000	32	1438800	30	2.085070892410342e-05	50000	0.0018748234510546143	0.0006830776219680148	0.0006189305058799146	0.0033823393687145817	46.46	0.0
6	2	3.3333888898148306e-05	0.0625	6.663224000932853e-05	0.001537453889488559	59999	32	1438800	30	2.085070892410342e-05	50000	0.0019017658798267491	0.0006954198513049871	0.0006926312162428348	0.0034922655945786264	43.82	0.0
6	3	0.00013333555559259322	0.25	0.0002665289600373141	0.0019895322519019546	59999	32	1438800	30	2.085070892410342e-05	50000	0.0023554335781103496	0.000933938310667236	0.0008235526882928445	0.004664139184971788	14.48	0.32
6	4	3.333444448148272e-05	0.0625	6.663334999167083e-05	0.0014878819701794614	59998	32	1438800	30	2.085070892410342e-05	50000	0.001798803520367348	0.0006484105977091037	0.0006138412703679103	0.003217345322378374	59.08	0.0
6	5	5.0000833347222455e-05	0.09375	9.994836001399276e-05	0.0020063549592578556	59999	32	1438800	30	2.085070892410342e-05	50000	0.002522215536527277	0.0009564639187926948	0.0007588308334197897	0.004334487033164391	12.22	0.54
6	6	3.333444448148272e-05	0.0625	6.663334999167083e-05	0.001443936267771793	59998	32	1438800	30	2.085070892410342e-05	50000	0.001765652015174317	0.0006058569698535997	0.0006386708719047213	0.0029814582123002665	63.32	0.0
6	7	8.333472224537075e-05	0.15625	0.00016658060002332128	0.002043637754033742	59999	32	1438800	30	2.085070892410342e-05	50000	0.0024932316219292336	0.0008909839339613392	0.0007735305166970564	0.004290412873989926	9.54	0.62
7	0	0.0	0.0	0.0	0.0014392067330963028	59998	32	1438800	30	2.085070892410342e-05	50000	0.0017651339369473423	0.0006257528570765715	0.000620056160831618	0.003167168255037825	65.58	0.0
7	1	3.333444448148272e-05	0.0625	6.663334999167083e-05	0.0015759858869394121	59998	32	1438800	30	2.085070892410342e-05	50000	0.001882896630004244	0.0007016657604405425	0.0006262298725964054	0.003417821074914961	46.12	0.0
7	2	0.0	0.0	0.0	0.0015406680570855095	59999	32	1438800	30	2.085070892410342e-05	50000	0.001875156296766707	0.0006700380841655904	0.0006354438260766292	0.003400754137999877	45.54	0.0
7	3	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.0016546800997110948	59999	32	1438800	30	2.085070892410342e-05	50000	0.0021614323954364397	0.0007655660185435618	0.0007163696768764619	0.0036581932703238767	24.84	0.1
7	4	0.0	0.0	0.0	0.0013542494867600314	59998	32	1438800	30	2.085070892410342e-05	50000	0.001686614144515038	0.0005703580115876958	0.0005863725035879901	0.0028918972351627955	75.38	0.0
7	5	5.000166672222407e-05	0.09375	9.995002498750624e-05	0.001675037376493656	59998	32	1438800	30	2.085070892410342e-05	50000	0.0020383573842577387	0.0007528410585638238	0.0007166173702969087	0.0036804425732715387	30.04	0.0
7	6	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.001396858938227679	59999	32	1438800	30	2.085070892410342e-05	50000	0.0017546730927276027	0.0006060299403101211	0.0006303145513636749	0.003086797064526326	67.24	0.0
7	7	0.00011666861114351905	0.21875	0.0002332128400326498	0.0026106914422987424	59999	32	1438800	30	2.085070892410342e-05	50000	0.0030999237032858823	0.0015730611313976304	0.000887345222028817	0.007315906868503989	6.08	0.82
8	0	1.666722224074136e-05	0.03125	3.3316674995835414e-05	0.0013766004968342863	59998	32	1438800	30	2.085070892410342e-05	50000	0.0016900712126933007	0.0005804634313656648	0.0005995897275721077	0.002945619674053202	76.26	0.0
8	1	0.00010000333344444814	0.1875	0.00019990004997501247	0.0021529702183562443	59998	32	1438800	30	2.085070892410342e-05	50000	0.002534687688932246	0.0010729671149847825	0.0009295280120255688	0.004760773758924189	11.3	0.62
8	2	6.666666666666667e-05	0.125	0.0001332622601279318	0.0017661795132595105	60000	32	1438800	30	2.085070892410342e-05	50000	0.00209272928604885	0.0008163462696483412	0.0007030030841387078	0.004225282749257541	27.88	0.04
8	3	0.0	0.0	0.0	0.0013553012541891259	59998	32	1438800	30	2.085070892410342e-05	50000	0.0016831109431723788	0.0005842375015979658	0.0006114113930713498	0.0030140926030771736	78.24	0.0
8	4	1.666722224074136e-05	0.03125	3.3316674995835414e-05	0.0014117571950848055	59998	32	1438800	30	2.085070892410342e-05	50000	0.0017537907618256129	0.0005965225362674837	0.0006078484288783242	0.002975551886478404	66.44	0.0
8	5	1.666722224074136e-05	0.03125	3.3316674995835414e-05	0.0014442338869805143	59998	32	1438800	30	2.085070892410342e-05	50000	0.001785364187717258	0.0006269650577870375	0.0006172472619608252	0.0030914080794619317	59.52	0.0
8	6	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.00149693914209517	59999	32	1438800	30	2.085070892410342e-05	50000	0.0018676038384695542	0.0006994446430760321	0.000682165962385685	0.003529537094009305	52.18	0.0
8	7	3.3333888898148306e-05	0.0625	6.663224000932853e-05	0.0014127605026674436	59999	32	1438800	30	2.085070892410342e-05	50000	0.0017585966587995003	0.0005911735480239893	0.0006301884958074618	0.0030259554255999787	64.56	0.0
9	0	0.0	0.0	0.0	0.0014408454795680828	59999	32	1438800	30	2.085070892410342e-05	50000	0.001777202011276467	0.0006099996324470021	0.0006216607262516479	0.0030745652888480002	62.94	0.0
9	1	8.33361112037068e-05	0.15625	0.0001665833749791771	0.001732580470374137	59998	32	1438800	30	2.085070892410342e-05	50000	0.0020627023542638813	0.0008064534820921689	0.0006836768003568256	0.0037317857850720886	28.48	0.04
9	2	6.666666666666667e-05	0.125	0.0001332622601279318	0.0014730661468082599	60000	32	1438800	30	2.085070892410342e-05	50000	0.0017969436835647925	0.000639265143975191	0.0006488341307341096	0.003247564135251538	58.08	0.0
9	3	8.333472224537075e-05	0.15625	0.00016658060002332128	0.0016418974328835886	59999	32	1438800	30	2.085070892410342e-05	50000	0.001986830957468453	0.0007512191208752001	0.0007013507810328241	0.00371948367693335	38.92	0.0
9	4	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.001495233239634184	59999	32	1438800	30	2.085070892410342e-05	50000	0.0018662573265577588	0.0006409893952548461	0.0006373415902682537	0.003195646437995073	47.94	0.0
9	5	5.000166672222407e-05	0.09375	9.995002498750624e-05	0.0015085720616051874	59998	32	1438800	30	2.085070892410342e-05	50000	0.0018473240992073507	0.0006544576508508111	0.0006354604184325795	0.0032921353956309844	50.72	0.0
9	6	5.0000833347222455e-05	0.09375	9.994836001399276e-05	0.0018768527711198713	59999	32	1438800	30	2.085070892410342e-05	50000	0.0022857932433719592	0.0008357775752911757	0.0007404757004258188	0.004073092319975206	15.5	0.14
9	7	0.0	0.0	0.0	0.0015053781378671536	59998	32	1438800	30	2.085070892410342e-05	50000	0.001847934547852181	0.0006315895984958759	0.0006332735367735694	0.0032418493064140155	48.58	0.0
10	0	0.0	0.0	0.0	0.0015026546531673266	59999	32	1438800	30	2.085070892410342e-05	50000	0.0018227020573384793	0.0006722439601919913	0.0006327905850088414	0.003474580203219793	56.48	0.0
10	1	8.33361112037068e-05	0.15625	0.0001665833749791771	0.0016036304920048073	59998	32	1438800	30	2.085070892410342e-05	50000	0.0019453065929195543	0.0007238117122982037	0.0006675033013175397	0.003622006023183334	41.36	0.0
10	2	3.3333333333333335e-05	0.0625	6.66311300639659e-05	0.001772551079885908	60000	32	1438800	30	2.085070892410342e-05	50000	0.002331617751109157	0.0008620830597675887	0.0007344747175060761	0.003904772481410383	19.48	0.32
10	3	3.3333888898148306e-05	0.0625	6.663224000932853e-05	0.0015995628955921847	59999	32	1438800	30	2.085070892410342e-05	50000	0.002031481663343781	0.000859289883882043	0.0006962341525644054	0.0038980907528204066	40.56	0.1
10	4	3.333444448148272e-05	0.0625	6.663334999167083e-05	0.0015259561723006462	59998	32	1438800	30	2.085070892410342e-05	50000	0.0018480858851498345	0.0006636469853929122	0.0006545841545693029	0.0033752491385024316	49.76	0.0
10	5	0.0001166705556851895	0.21875	0.0002332167249708479	0.001964483517294581	59998	32	1438800	30	2.085070892410342e-05	50000	0.0023084723663086074	0.0009533982120467576	0.0008006046259589224	0.00481227386665977	18.24	0.28
10	6	5.000166672222407e-05	0.09375	9.995002498750624e-05	0.001565183253528627	59998	32	1438800	30	2.085070892410342e-05	50000	0.001965619320765122	0.0007129413576903043	0.0006547100299423061	0.00339441553547255	39.2	0.0
10	7	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.001450712859335478	59999	32	1438800	30	2.085070892410342e-05	50000	0.001785694573471862	0.0006249972593941345	0.0006251763037041915	0.003144444587809883	61.2	0.0
11	0	3.3333888898148306e-05	0.0625	6.663224000932853e-05	0.0014741473751304697	59999	32	1438800	30	2.085070892410342e-05	50000	0.001845143888483473	0.0006914681863585922	0.0006451792255538945	0.003457712441155253	56.82	0.0
11	1	1.6666666666666667e-05	0.03125	3.331556503198295e-05	0.0015124977181384793	60000	32	1438800	30	2.085070892410342e-05	50000	0.00193788778695484	0.0006965635666170737	0.0006801221002823559	0.0034373068350594294	42.64	0.0
11	2	1.6666944449074153e-05	0.03125	3.3316120004664264e-05	0.001345622466856452	59999	32	1438800	30	2.085070892410342e-05	50000	0.0016707354970545705	0.0005727655555570198	0.0005741179468395396	0.0029268979076838182	78.4	0.0
11	3	0.00010000166669444491	0.1875	0.00019989672002798553	0.001992547769512521	59999	32	1438800	30	2.085070892410342e-05	50000	0.002431626766545632	0.0009675163859611891	0.0008907894340434001	0.0044471550714003105	14.34	0.42
11	4	3.3333888898148306e-05	0.0625	6.663224000932853e-05	0.0016312965447492697	59999	32	1438800	30	2.085070892410342e-05	50000	0.001969785077559727	0.000723224743497207	0.0006891471326780073	0.0036020111147452415	34.44	0.0
11	5	3.3333333333333335e-05	0.0625	6.66311300639659e-05	0.0014840309303765051	60000	32	1438800	30	2.085070892410342e-05	50000	0.0018452191711114826	0.0006256512098117478	0.0006337089635733578	0.003157168984504152	49.92	0.0
11	6	3.333444448148272e-05	0.0625	6.663334999167083e-05	0.0015810481417662925	59998	32	1438800	30	2.085070892410342e-05	50000	0.0019287550581565385	0.0006886912669858214	0.0006783416763547339	0.0034561364762144505	37.94	0.0
11	7	6.666666666666667e-05	0.125	0.0001332622601279318	0.0019194275560973236	60000	32	1438800	30	2.085070892410342e-05	50000	0.0025045976556073296	0.0009080152499787306	0.0008191855800508325	0.004245194002857988	11.5	0.52
