source	target	score
NCOA4	RP11-792D21.3	0.04517201706767082
MXI1	HSPB3	0.04502058029174805
MAL	TSPAN5	0.044707604429938576
NFE2	IGHG2	0.044589634984731674
MAL	EPB41	0.044521656442195814
MAL	CA3-AS1	0.04420631006360054
PBX1	RP11-792D21.3	0.04416319355368614
NFE2	IGHG1	0.04415420815348625
LYL1	AP000962.2	0.04405244067311287
NFE2	AP000962.2	0.043736521154642105
MXI1	MAL	0.04360671440760295
MXI1	IGHV4-55	0.04358884319663048
MAL	HMBS	0.04357293744881948
NFE2	RP11-678G14.3	0.043526988476514816
MAL	AC096579.15	0.043469469994306564
NCOA4	ACSL6	0.04345985584788852
MAL	MFSD2B	0.04326477646827698
NCOA4	TRAV25	0.0430859811604023
MXI1	NUDT4B	0.04297814890742302
MAL	RNF10	0.04294552857225591
LYL1	CTC-439N6.1	0.04289092496037483
MAL	RP11-285C1.2	0.04282715916633606
GATA1	RP3-466P17.2	0.04257236048579216
MAL	MZB1	0.04257172346115112
MAL	GUK1	0.04248399000901442
NFIX	BTBD10P2	0.042354464530944824
MXI1	IL7R	0.042263406294363516
ANKRD1	RNF10	0.04208676144480705
NCOA4	IGLV2-14	0.042064350098371506
MAL	BSG	0.04205433428287506
FOXA1	DPM2	0.042046863585710526
MXI1	FBXO9	0.042019765824079514
MAL	PIM1	0.04193586738486039
MAL	CLDN5	0.041933562606573105
MXI1	TSPAN5	0.04191580414772034
LYL1	CCL22	0.04189879074692726
PBX1	RP11-310E22.7	0.04179208353161812
MAL	RBM38	0.04178281520542346
LYL1	IGKV3-20	0.04172356799244881
NFIX	CTC-439N6.1	0.041690368205308914
NCOA4	AP000962.2	0.04155237600207329
MAL	TCP11L2	0.0415181835492452
NFIX	IGKV4-1	0.04145950824022293
MAL	IGHG4	0.04140177741646767
NCOA4	LINC02118	0.04137752950191498
MAL	C9orf78	0.04136136770248413
LYL1	AC137932.5	0.04136039689183235
MAL	IGF2R	0.04133447170257568
MAL	IL1R1	0.04131319224834442
NCOA4	RP11-477H21.2	0.04128911718726158
PBX1	MARCHF8	0.04127538629940578
MXI1	LINC02118	0.04124840721487999
MAL	GSPT1	0.041224252093922005
NCOA4	RP1-84D21.2	0.04118352010846138
MAL	PRDX2	0.041071722140678994
MXI1	MTND6P3	0.04105275496840477
LYL1	RP11-310E22.7	0.04100693389773369
MXI1	C4orf17	0.04100625589489937
MAL	TALDO1	0.04099621295928955
MAL	GMPR	0.04095275327563286
NCOA4	RP11-310E22.7	0.04076743125915527
NFIX	IGLV6-57	0.040648896247148514
MAL	IGHG3	0.040622701247533165
MAL	MKRN1	0.04049507901072502
NFE2	AC137932.5	0.04049307107925415
LYL1	AC096579.15	0.040465076764424644
TAL1	RP3-466P17.2	0.04039178416132927
NCOA4	C4orf17	0.0403607152402401
NEUROD1	GABRG2	0.04033051058650017
MAL	OPTN	0.040310997515916824
MXI1	ABCC9	0.04026632383465767
PBX1	CTD-2272D18.1	0.04021761566400528
E2F2	PA2G4P5	0.040162961930036545
SOX6	MAL	0.04014332965016365
MAL	YPEL3	0.04011286027503736
MAL	FKBP8	0.040084723768563105
LYL1	IGHV3-53	0.04007860645651817
NCOA4	RP11-439C15.4	0.03996875509619713
MXI1	EIF1AY	0.03969987233479818
SOX6	IL7R	0.039677214622497556
NEUROD1	RP11-329N11.1	0.03964562341570854
LYL1	IGLV5-45	0.03964519128203392
NFIX	IL7R	0.039644766598939896
MAL	MXI1	0.03963114023208618
FOXA1	IGHGP	0.03952289745211601
MAL	CDC34	0.039508383721113205
NCOA4	IGHV1-2	0.03949242830276489
FOXA1	FECH	0.03944261744618416
NCOA4	CLDN5	0.039380562802155815
LYL1	IGLV1-47	0.03937448933720589
MAL	BNIP3L	0.039322485526402794
LYL1	IGHV1-46	0.039215248078107834
SOX6	IGLV6-57	0.03905816376209259
MAL	TRBV27	0.03902114927768707
MAL	CAPN5	0.03902013972401619
MAL	IGHG2	0.03899340704083443
MXI1	MARCHF8	0.038991487943209134
PBX1	IGHGP	0.03899075463414192
MAL	GABARAPL2	0.03894165754318237
MAL	CTD-2272D18.1	0.03893187269568443
MAL	ATP6V0C	0.038916821990694316
MAL	GPX1	0.038849734741708504
NCOA4	IGLJ3	0.0388462133705616
LYL1	IGLV2-11	0.03884245827794075
MXI1	URAHP	0.03881385549902916
MAL	TENT5C	0.038793087005615234
LYL1	IGLV3-21	0.03874516859650612
MAL	MARCHF8	0.03873945095322349
LYL1	CEACAM8	0.03864626586437225
SOX6	IGHV3-7	0.03857877850532532
MXI1	DPCD	0.038547237714131675
MXI1	IGHG4	0.03849283456802368
SOX6	MARCHF8	0.03844147462111253
PBX1	R3HDM4	0.03843744471669197
MAL	IGHG1	0.038423988968133926
ANKRD1	UBXN6	0.03842167183756828
MAL	HSPA1A	0.03841778765554014
MAL	SLC14A1	0.03840659558773041
MAL	PADI4	0.03832380846142769
NCOA4	RP3-466P17.2	0.03827216476202011
HOXD1	SRRD	0.038259584456682205
NEUROD1	IGLJ3	0.03821767121553421
MAL	BAG1	0.0381316031728472
TAL1	CTD-2272D18.1	0.03810325637459755
MAL	H1-2	0.038022500497323496
LYL1	IGKV3-11	0.037894368171691895
NCOA4	NATD1	0.03774425387382507
NFE2	RP11-1334A24.5	0.03773650527000427
MAL	IGKC	0.03766511380672455
MXI1	IGKV3-20	0.037662903467814125
NFIX	JCHAIN	0.0375305712223053
MXI1	CTD-2561J22.5	0.03745455667376518
MXI1	IGHV4-34	0.037329357117414474
MAL	GYPC	0.037308692932128906
NCOA4	URAHP	0.03727519139647484
MAL	UBXN6	0.03724606707692146
MXI1	FABP6-AS1	0.03722661733627319
LYL1	WASF3-AS1	0.037142325192689896
LYL1	RAP1GAP	0.03711950406432152
MAL	IGHA1	0.03706789016723633
MXI1	TPSAB1	0.037013307213783264
PBX1	ERN2	0.036947209388017654
NCOA4	FBXO9	0.036854846853958935
LYL1	IGHG1	0.036840577920277916
MXI1	SRRD	0.03683970868587494
PBX1	IGHG4	0.036795515567064285
MAL	IGHA2	0.03662588819861412
PBX1	RP11-1334A24.5	0.03651013970375061
MAL	SLC40A1	0.03650214150547981
PBX1	FCGR3B	0.03649519383907318
TAL1	FCGR3B	0.03636869043111801
LYL1	IGKV1D-8	0.036279648542404175
MAL	HAGH	0.036198721991644964
NFIX	IGHV1-18	0.0361955352127552
GATA1	TPSAB1	0.03618049621582031
NFE2	CPA3	0.03612874820828438
MAL	GLRX5	0.0361225480834643
LYL1	KDM7A-DT	0.03608885034918785
MAL	SIAH2	0.03607264161109924
MAL	RIOK3	0.0360355628164191
MAL	SLC25A39	0.036018383044462934
MAL	CHPT1	0.03601608531815665
NCOA4	CTD-2561J22.5	0.03600967356136867
MAL	TUBB2A	0.03598023653030395
LYL1	IGHV2-5	0.035947591066360474
PBX1	TSPAN5	0.03590882197022438
MXI1	TCP11L2	0.03579261302947998
SOX6	NATD1	0.035775892436504364
MAL	STMP1	0.03571671935228201
LYL1	IGKV1-5	0.03570805862545967
FOXA1	DMTN	0.035632651299238205
HOXD1	FBXO9	0.03558691218495369
MAL	IGHGP	0.03555795301993688
PBX1	CTSG	0.035529185086488724
GATA1	LINC02318	0.035522036254405975
MAL	GLUL	0.03549494462854722
MXI1	AP000962.2	0.03547314926981926
MAL	PINK1	0.0354035422205925
MXI1	CSNKA2IP	0.03525738790631294
MXI1	PRDX2	0.03523295888533959
FOXA1	RBM38	0.03521871194243431
NCOA4	XIRP2	0.03520481660962105
NCOA4	IGHV1-69	0.035137951374053955
NFIX	IGHV3-15	0.03508080914616585
LYL1	NUDT4B	0.03504180908203125
MAL	BCL2L1	0.035026125609874725
MAL	ADIPOR1	0.03498497853676478
GATA1	RP11-201E8.1	0.034817229956388474
NCOA4	WASF3-AS1	0.034802645444869995
FOXA1	IGHG3	0.03476386144757271
MXI1	RP11-245P10.6	0.034732505679130554
LYL1	IGHV3-15	0.0347195565700531
LYL1	RP11-1334A24.5	0.034711141139268875
MXI1	RNF10	0.03468862394007241
PBX1	CTD-2561J22.5	0.03467277064919472
SOX6	KCNJ15	0.034662793080012
SOX6	SRRD	0.03466042876243591
FOXA1	TESC	0.0346214659512043
MXI1	CLDN5	0.034563990930716194
MXI1	GUK1	0.03454187041834781
FOXA1	LCN2	0.0345265157520771
MXI1	IGHV1-18	0.03445476293563843
NCOA4	MAL	0.03441478574977202
MAL	CCL20	0.03440694883465767
SOX6	FCGR3B	0.03427170589566231
PBX1	SLC2A1	0.03426343575119972
NCOA4	MTCO1P12	0.034231822937726974
MAL	HEMGN	0.03422568142414093
MXI1	CHP2	0.03419214114546776
PBX1	IGF2R	0.0341884583234787
MXI1	XIRP2	0.03413898125290871
LYL1	IGHV1-69	0.03405628725886345
MXI1	C9orf78	0.034050548948892735
LYL1	NATD1	0.033980714778105416
MAL	APOA1	0.033961694687604904
MXI1	GSPT1	0.03394004078798516
SOX6	TMEM86B	0.03388923406600952
NCOA4	LINC01884	0.033858176320791245
LYL1	MARCHF8	0.03382385090777749
PBX1	PLA2R1	0.03379805013537407
NCOA4	IGLV1-40	0.03375345468521118
FOXA1	FBXO7	0.033728521317243576
NCOA4	LINC02318	0.03369969502091408
TAL1	IGHG3	0.033687639981508255
LYL1	DKK1	0.03368333354592323
GATA1	TPSB2	0.033660903573036194
MXI1	CCL4	0.03358333930373192
PBX1	BASP1	0.03357755020260811
NCOA4	LINC00839	0.033541325479745865
NFIX	IGHM	0.03353662150246756
LYL1	IGKV4-1	0.03333469107747078
NCOA4	GABRG2	0.033321890980005264
FOXA1	EPB41	0.03328679874539375
LYL1	LCN1	0.03325765207409859
NCOA4	AC009158.1	0.03324710205197334
NFIX	RP11-254F19.4	0.033226680010557175
LYL1	CTC-348L5.1	0.03321902081370354
MXI1	CTNNAL1	0.03317984938621521
FOXA1	CCL4	0.03311677649617195
PBX1	TPSAB1	0.03294253987925393
NFE2	NATD1	0.03292537108063698
LYL1	IL7R	0.03291848674416542
LYL1	MTCO1P12	0.032855973357246035
ANKRD1	PRG4	0.032712824642658234
LYL1	IGHG3	0.03270299360156059
MXI1	YPEL3	0.03267409404118856
NCOA4	TSPAN5	0.032661293004010175
NFE2	CLC	0.0326567180454731
PBX1	CDC34	0.032541900873184204
NCOA4	RP11-1334A24.5	0.032530784606933594
TAL1	LINC02318	0.03252401202917099
TAL1	CXCL1	0.03251713886857033
MXI1	TENT5C	0.032462019473314285
MXI1	LINC01884	0.0324186272919178
NFIX	FCGR3B	0.032416168600320816
LYL1	IGHG4	0.03238415469725927
NFIX	DERL3	0.03237002342939377
NCOA4	CTC-348L5.1	0.03235447034239769
TAL1	TPSAB1	0.032250337302684784
NFE2	KCNJ15	0.03222804448821328
TAL1	RP11-201E8.1	0.03218048810958862
FOXA1	ADIPOR1	0.03218014910817146
ANKRD1	MKRN1	0.0321795754134655
SOX6	IGHM	0.03217403218150139
MXI1	GYPC	0.032145428370280435
LYL1	RP11-663P9.3	0.03213493525981903
PBX1	CTSB	0.03208117051558061
NEUROD1	ABCC9	0.03196288272738457
MXI1	FKBP8	0.031932991743087766
LYL1	IGHV3-23	0.03192734345793724
MXI1	OPRPN	0.03189140558242798
MXI1	HAGH	0.03188954567422672
NCOA4	MARCHF8	0.03185720029084579
MXI1	EPB41	0.0318553904692332
FOXA1	IGHA1	0.03185324743390083
FOXA1	IGKC	0.03178630396723747
MXI1	MTCO1P12	0.03174798425875212
ANKRD1	HSPA1A	0.031720783561468124
NCOA4	ATP6V0C	0.031658942699432376
MXI1	MKRN1	0.03163630763689677
LYL1	SCARNA9	0.03162609413266182
TAL1	THBS1	0.03158655762672424
SOX6	ASPG	0.03152136132121086
GATA1	CTSG	0.031517356634140015
SOX6	APOA4	0.031491320580244064
SOX6	IGHG1	0.03130735084414482
NCOA4	IL7R	0.03125968906614515
PBX1	TPSB2	0.031178670270102366
LYL1	PRKAA2	0.03117476962506771
NCOA4	RP11-474N24.7	0.031147124245762825
MXI1	BSG	0.031034161647160847
MXI1	TPH2	0.031026167795062065
PBX1	FBXO9	0.031015800933043163
LYL1	R3HDM4	0.03097300095991655
SOX6	MTCO1P12	0.030969440937042236
NCOA4	RP11-201E8.1	0.030966410413384438
SOX6	MNDA	0.03092059705938612
PBX1	STRADB	0.030903249979019165
MXI1	IGKV2-24	0.030900651589035988
PBX1	IGLV1-40	0.030899321660399437
MXI1	PLA2R1	0.030898818746209145
NCOA4	TPSAB1	0.03088446259498596
PBX1	HLA-DRA	0.030859678983688354
NKX2-5	STRCP1	0.030807824805378914
SOX6	R3HDM4	0.030803623524579136
NCOA4	PLA2R1	0.030767181888222694
MXI1	IGLV4-69	0.0307578444480896
GATA1	MMP20	0.030743122100830078
SOX6	CSF3R	0.03071541488170624
PBX1	LGALS3	0.030703261494636536
PBX1	GUK1	0.030681466514414005
LYL1	SRRD	0.030634329869196966
NCOA4	DEFA1	0.030631104484200478
SOX6	YPEL4	0.03062100149691105
PBX1	IGHG2	0.03061552904546261
MXI1	DEFA1	0.030611366033554077
MXI1	IGF2R	0.030589464234142768
SOX6	YPEL3	0.030586753572736467
SOX6	IGHG3	0.030530229210853577
SOX6	ALPL	0.03049018420279026
LYL1	IGLV1-40	0.03043683369954427
FOXA1	IGLC2	0.030434131622314453
NFIX	DPCD	0.030337564647197723
LYL1	IGHA2	0.030306580993864272
NFE2	RP5-1198O20.4	0.03030121885240078
MXI1	OPTN	0.030213740468025208
NFE2	CTD-2561J22.5	0.030204588547348976
TAL1	TPSB2	0.030166697998841602
LYL1	IGHG2	0.030139005609921048
NCOA4	RN7SKP26	0.030064448714256287
NFE2	SRRD	0.030002179741859435
NCOA4	MMP13	0.029953956604003906
MXI1	SIAH2	0.029897908695408554
MXI1	ATP6V0C	0.029896156655417547
NCOA4	APOA4	0.029889652505517006
MXI1	IGHG3	0.029840302964051563
MXI1	H1-2	0.02983997608053273
LYL1	IGHM	0.02981733424322946
PBX1	GPX1	0.029758176207542418
NCOA4	RP11-329N11.1	0.029755597934126854
SOX6	NASPP1	0.02974705398082733
PBX1	DCAF12	0.029713883996009827
LYL1	TPSAB1	0.029709791764616966
GATA1	ADCYAP1	0.029590681195259094
SOX6	SLC8A1	0.029579741614205495
NCOA4	NUDT4B	0.029569216072559357
MXI1	RHCE	0.029548993334174156
MXI1	GPX1	0.029523857708635002
NCOA4	RNF10	0.02952166748046875
PBX1	EIF1AY	0.029486894607543945
MXI1	GABARAPL2	0.029485049843788146
LYL1	TCP11L2	0.029470412961898312
NCOA4	TPSB2	0.02943001389503479
NCOA4	SRRD	0.029400910201825593
MXI1	IGHGP	0.02939416468143463
PBX1	RNF10	0.029391261438528698
MXI1	DPM2	0.029391102492809296
MXI1	CDC34	0.029389245169503347
LYL1	CTD-2561J22.5	0.02936506023009618
MXI1	STRADB	0.02934802020037616
TAL1	MMP20	0.02933911420404911
NFE2	CDH2	0.029336808249354362
MXI1	APOA4	0.02933354489505291
NFIX	ACSL6	0.029309481382369995
NCOA4	KDM7A-DT	0.029308244585990906
TAL1	IGKC	0.029292188584804535
SOX6	RNF10	0.029274598910258368
LYL1	IGHV1-69D	0.029255827888846397
NFE2	R3HDM4	0.029223291497481495
ANKRD1	HBB	0.029218057170510292
NKX2-5	CTB-54I1.2	0.029170289635658264
GATA1	IL7R	0.02916809171438217
MXI1	NATD1	0.02916583667198817
NFIX	FHDC1	0.02915338985621929
SOX6	S100A12	0.02914685308933258
MXI1	IGHV3-30	0.029073240235447884
LYL1	FBXO9	0.029052686184010607
NCOA4	IGHV4-34	0.029047496616840363
NFE2	FAM83B	0.02903037518262863
MXI1	HSPA1A	0.029010632581878127
SOX6	ARF4P1	0.028978051617741585
NCOA4	ASPG	0.028956303372979164
MXI1	HMBS	0.028931915760040283
NKX2-5	OR5A2	0.028928523883223534
MXI1	IGHM	0.028921858260506077
NCOA4	CDC34	0.02890884605321017
PBX1	IGLV2-8	0.028859248384833336
NCOA4	TCP11L2	0.028858419050250137
PBX1	EPB41	0.028850970789790154
MXI1	EIF2AK1	0.028805032643404872
MXI1	YPEL4	0.028782049814860027
PBX1	CXCL1	0.028779635205864906
NCOA4	PCSK1N	0.02875109761953354
NFIX	IGHV4-59	0.028736265376210213
MXI1	AC096579.15	0.028703361749649048
MXI1	BAG1	0.028634236918555364
NCOA4	EIF1AY	0.028623788697378975
GATA1	CPA3	0.028621429577469826
LYL1	JCHAIN	0.028615675189278343
LYL1	RBM38	0.028602698156910557
LYL1	HTN3	0.02859305404126644
MXI1	RBM38	0.028490634851677472
NCOA4	RP11-217O12.1	0.02848774939775467
LYL1	IGLC2	0.028470389544963837
PBX1	EIF2AK1	0.028459627713475908
MXI1	GLRX5	0.02844640370961782
NFIX	DEFA1	0.028438352048397064
MXI1	FBXO7	0.028432877337346313
PBX1	G0S2	0.028430476784706116
ANKRD1	SLC8A1	0.028422728180885315
LYL1	IGHV1-2	0.028412342071533203
SOX6	FBXO9	0.02839907109737396
NFE2	SEC14L4	0.028375327587127686
NEUROD1	IGHV4-61	0.02837320603430271
PBX1	RP11-254F19.4	0.028323275968432426
NCOA4	AC096579.15	0.028296626531160794
NFE2	CEACAM8	0.028277166187763214
MXI1	ISCA1	0.028274008205958774
FOXA1	IGLC3	0.028266409412026405
PBX1	TCP11L2	0.02825866887966792
MXI1	CHPT1	0.02822126661028181
SOX6	IGF2R	0.02820869363271273
ANKRD1	GPX1	0.028156504034996033
NFE2	FCGR3B	0.028098124044912832
NFIX	ALPL	0.02806638740003109
NCOA4	CDH2	0.028051532804965973
ANKRD1	C9orf78	0.0280215535312891
LYL1	KCNJ15	0.028018908575177193
NKX2-5	RP11-285C1.2	0.02801816165447235
NCOA4	RP11-678G14.3	0.02800230123102665
LYL1	TPSB2	0.02799054980278015
PBX1	CCL4	0.02793707884848118
PBX1	PRDX2	0.027903517087300617
NFE2	NASPP1	0.027889421209692955
NCOA4	MMP20	0.027865657582879066
NCOA4	CTD-2272D18.1	0.02781090885400772
LYL1	IGHGP	0.027787499129772186
NCOA4	YPEL3	0.02778066529168023
PBX1	ADCYAP1	0.02777172066271305
LYL1	EIF1AY	0.02776155769824982
SOX6	PADI4	0.027755221351981163
PBX1	CXCL8	0.027721047401428223
SOX6	S100P	0.027639392018318176
ANKRD1	IGF2R	0.027612164616584778
NFE2	S100P	0.027599856853485108
PBX1	MT1L	0.02756505273282528
NEUROD1	RHCE	0.027479007840156555
NCOA4	GUK1	0.027445515541181173
ANKRD1	BASP1	0.02741081267595291
LYL1	PRG4	0.02737053669989109
LYL1	RP11-366M4.6	0.027368351817131042
NFIX	ATP6V0C	0.027330569922924042
SOX6	ATP6V0C	0.02730519510805607
NFE2	ARF4P1	0.0272816214710474
NCOA4	MKRN1	0.027274068919095125
NCOA4	TMCC2	0.027256980538368225
SOX6	ECEL1	0.027240440249443054
PBX1	ANKRD9	0.027160963416099547
PBX1	RIOK3	0.027157147015844072
TAL1	CLDN5	0.027081511914730072
GATA1	NASPP1	0.027035802602767944
PBX1	APOA4	0.026942113414406776
GATA1	ARF4P1	0.026940306648612022
SOX6	PHOSPHO1	0.026934864620367687
NFE2	S100A12	0.026923325657844544
NCOA4	EIF2AK1	0.02691274881362915
GATA1	BASP1	0.02687947452068329
NCOA4	IGHV1-69D	0.026866436004638672
NCOA4	IGKV1D-39	0.026862187311053276
NKX2-5	TNNC1	0.026845751330256462
NCOA4	STMP1	0.02684102436103443
LYL1	IGKC	0.026828496745138458
NCOA4	GSPT1	0.026825733103994595
ANKRD1	HBA1	0.026790538802742958
NCOA4	IGHV4-55	0.026765177647272747
NCOA4	R3HDM4	0.02676325969481736
PBX1	JCHAIN	0.02674584649503231
TAL1	CPA3	0.02669815222422282
NCOA4	SIAH2	0.026663109199287965
PBX1	BSG	0.026662075892090797
NCOA4	BSG	0.026656882659248683
NCOA4	FCGR3B	0.026649802159040403
PBX1	CPA3	0.026643235768590654
PBX1	KRT1	0.026637377217411995
LYL1	PIP	0.02660011996825536
NCOA4	C9orf78	0.026590265609599924
SOX6	GUK1	0.026556963429731482
PBX1	C1QA	0.02653282880783081
ANKRD1	GUK1	0.026500456035137177
NKX2-5	RP11-709A23.2	0.02641742117702961
NCOA4	LINC01287	0.026412928476929665
NFE2	FBXO9	0.026366353034973145
SOX6	IGHV4-59	0.026308899745345116
SOX6	FKBP8	0.026291551334517344
NFE2	TCP11L2	0.026258014580782724
NCOA4	PHOSPHO1	0.026235023513436317
ANKRD1	BLVRB	0.026227861642837524
GATA1	RP11-1148O4.1	0.026200255379080772
NCOA4	EPB41	0.02619857754972246
SOX6	BASP1	0.02617892622947693
NFE2	SERPINB3	0.02615930698812008
NCOA4	KCNJ15	0.026147739307300466
ANKRD1	HBA2	0.02614595554769039
PBX1	EDIL3	0.026143452152609825
SOX6	TRBV27	0.02614273689687252
E2F2	CEACAM8	0.026124736294150352
NEUROD1	IGHV4-55	0.026124417781829834
NCOA4	TBCEL	0.026115967677189753
NFIX	NASPP1	0.026100775226950645
FOXA1	H1-2	0.026049310341477394
LYL1	GPX1	0.026048308924624796
FOXA1	SIAH2	0.02604261040687561
NFIX	ARF4P1	0.02601640857756138
FOXA1	S100A8	0.026003830134868622
NFIX	CEACAM8	0.026001572608947754
NFE2	DPCD	0.025975922122597694
ANKRD1	SLC25A37	0.02596139721572399
FOXA1	FKBP8	0.025959715247154236
TAL1	ADCYAP1	0.025944365188479424
NFIX	CCL4	0.025899672880768776
SOX6	IGHA2	0.025847673416137695
NFE2	PHOSPHO1	0.02583245187997818
NFIX	IGLC3	0.025829705595970153
PBX1	APOC3	0.025810444727540016
PBX1	FKBP8	0.025801001116633415
E2F2	FCGR3B	0.025790760293602943
NFE2	ATP6V0C	0.02578728459775448
FOXA1	RIOK3	0.02574985660612583
NKX2-5	RP11-398J13.1	0.02571476250886917
LYL1	RHCE	0.025688538948694866
PBX1	HSPA1A	0.02567931078374386
PBX1	SAA1	0.025676647201180458
LYL1	IGLC3	0.02565499809053209
ANKRD1	TALDO1	0.0256421510130167
LYL1	ATP6V0C	0.02561918251654681
SOX6	RP11-1148O4.1	0.025618476793169975
LYL1	TMEM86B	0.025611369146241084
LYL1	RNF10	0.02559373031059901
NFE2	RP11-1148O4.1	0.025542357936501503
KLF1	RP11-1148O4.1	0.025522366166114807
PBX1	STMP1	0.025508888065814972
SOX6	SLFN14	0.02550523169338703
PBX1	BAG1	0.02549842248360316
PAX3	CAPN5	0.0254815686494112
LYL1	FCGR3B	0.02546632502760206
SOX6	TSPAN5	0.025464537739753722
ANKRD1	CTSB	0.025447547435760498
LYL1	ABCA13	0.025433918461203575
PBX1	YBX3	0.02539516157574124
FOXA1	YPEL3	0.025373550131917
SOX6	JCHAIN	0.025328027705351513
FOXA1	CA3-AS1	0.025306900963187218
SOX6	CXCL8	0.02529772122701009
FOXA1	FAM210B	0.02524595893919468
NFE2	RNF10	0.025215269888148588
SOX6	HSPA1A	0.025189608335494995
LYL1	TENT5C	0.02518209002234719
LYL1	ALPL	0.025141721591353416
PBX1	IL7R	0.025112157687544823
LYL1	GUK1	0.025102635224660236
NEUROD1	ST6GALNAC4	0.025097189471125603
SOX6	MXI1	0.025066046251191035
LYL1	IGHV4-59	0.02504199743270874
NFE2	PGLYRP1	0.025030295957218517
NFE2	PADI4	0.025023403167724608
ANKRD1	RNASE1	0.025010092183947563
LYL1	YPEL3	0.025002422879953853
PBX1	GABARAPL2	0.024989223905972073
