source	target
CREB1	CASP8
CREB1	GABPA
CREB1	GSK3B
CREB1	JUN
CREB1	LAPTM4B
CREB1	NDC80
CREB1	NF1
CREB1	NOLC1
CREB1	ODC1
CREB1	SLC20A1
CREB1	STMN1
DDIT3	ASNS
DDIT3	ATF5
DDIT3	MAP1LC3B
DDIT3	MCL1
DDIT3	RTN3
DDIT3	SIRT1
DDIT3	TNFRSF10B
DDIT3	TRIB3
