quantile	quantile_label	edge_score_threshold	layer	head	head_id	n_edges_nonzero	high_conf_edges	high_conf_fraction	odds_ratio_high_vs_rest	p_value_high_enriched	q_value_high_enriched	significant_q_lt_0_10
0.9	top10%	0.039851360293951844	5	4	5:4	19	2	0.10526315789473684	1.0573248407643312	0.5822625524913234	1.0	False
0.9	top10%	0.039851360293951844	9	3	9:3	23	2	0.08695652173913043	0.8535031847133758	0.6880282352083693	1.0	False
0.9	top10%	0.039851360293951844	0	0	0:0	113	8	0.07079646017699115	0.6675496688741722	0.8977551811018982	1.0	False
0.9	top10%	0.039851360293951844	5	7	5:7	59	3	0.05084745762711865	0.47115384615384615	0.946421415891645	1.0	False
0.9	top10%	0.039851360293951844	5	0	5:0	21	1	0.047619047619047616	0.44556962025316454	0.892670436166887	1.0	False
0.9	top10%	0.039851360293951844	10	3	10:3	112	5	0.044642857142857144	0.4008374802767326	0.9918431078747361	1.0	False
0.9	top10%	0.039851360293951844	2	6	2:6	68	2	0.029411764705882353	0.26288361320208453	0.9942155122956389	1.0	False
0.9	top10%	0.039851360293951844	1	1	1:1	10	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	1	7	1:7	22	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	2	0	2:0	11	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	2	2	2:2	13	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	2	3	2:3	16	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	3	3	3:3	17	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	3	7	3:7	16	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	5	1	5:1	13	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	6	1	6:1	16	0	0.0	0.0	1.0	1.0	False
0.9	top10%	0.039851360293951844	10	7	10:7	10	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	0	1	0:1	149	14	0.09395973154362416	2.155780022446689	0.014014540912558212	0.40642168646418814	False
0.95	top05%	0.045463283136486926	0	2	0:2	118	10	0.0847457627118644	1.8505291005291005	0.06737577370879266	0.9769487187774937	False
0.95	top05%	0.045463283136486926	6	6	6:6	12	2	0.16666666666666666	3.8384615384615386	0.11941943892613946	0.9826273586027098	False
0.95	top05%	0.045463283136486926	0	6	0:6	73	6	0.0821917808219178	1.7426381605486083	0.157468415795065	0.9826273586027098	False
0.95	top05%	0.045463283136486926	0	3	0:3	159	11	0.06918238993710692	1.4638660399529966	0.16941851010391548	0.9826273586027098	False
0.95	top05%	0.045463283136486926	5	4	5:4	19	2	0.10526315789473684	2.2473604826546003	0.2480074911634454	1.0	False
0.95	top05%	0.045463283136486926	7	6	7:6	10	1	0.1	2.1068917018284106	0.40473981115704766	1.0	False
0.95	top05%	0.045463283136486926	0	5	0:5	98	7	0.07142857142857142	1.4920969441517387	0.2197735871105042	1.0	False
0.95	top05%	0.045463283136486926	0	7	0:7	103	6	0.05825242718446602	1.1786012816940652	0.4193736616988787	1.0	False
0.95	top05%	0.045463283136486926	1	2	1:2	19	1	0.05263157894736842	1.0471167369901546	0.627877419189887	1.0	False
0.95	top05%	0.045463283136486926	0	4	0:4	132	6	0.045454545454545456	0.8886743886743886	0.6689758882850599	1.0	False
0.95	top05%	0.045463283136486926	9	3	9:3	23	1	0.043478260869565216	0.8544303797468354	0.6982661510686161	1.0	False
0.95	top05%	0.045463283136486926	0	0	0:0	113	4	0.035398230088495575	0.6750362143891839	0.8367742327856746	1.0	False
0.95	top05%	0.045463283136486926	5	7	5:7	59	2	0.03389830508474576	0.6522717049032839	0.8102035752335325	1.0	False
0.95	top05%	0.045463283136486926	10	3	10:3	112	3	0.026785714285714284	0.4997021327296557	0.9324707145258431	1.0	False
0.95	top05%	0.045463283136486926	2	6	2:6	68	1	0.014705882352941176	0.2720574343472511	0.9725601937972133	1.0	False
0.95	top05%	0.045463283136486926	1	1	1:1	10	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	1	6	1:6	14	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	1	7	1:7	22	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	2	0	2:0	11	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	2	2	2:2	13	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	2	3	2:3	16	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	3	3	3:3	17	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	3	7	3:7	16	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	5	0	5:0	21	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	5	1	5:1	13	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	6	1	6:1	16	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	7	0	7:0	15	0	0.0	0.0	1.0	1.0	False
0.95	top05%	0.045463283136486926	10	7	10:7	10	0	0.0	0.0	1.0	1.0	False
