n_edges_total	global_zero_fraction	dominant_head_all	dominant_head_all_n	dominant_head_all_zero_fraction	n_heads_high_conf_q_lt_0_10	n_heads_low_conf_q_lt_0_10	n_robust_atlas_heads_in_bridge	n_head_themes_with_go_signal
240150	0.5401249219237976	8:0	129737	0.9997995945643879	3	58	22	4
