metric	top_mean	random_mean	mean_diff	ratio	cohens_d	top_n	random_n	tissue
aupr_drop	0.0025269512151979	0.0009444444902091	0.0015825067249888	2.6755952746765623	1.5359294242195156	10	50	kidney
aupr_drop	0.000218678002598	-4.441638177484788e-05	0.0002630943843728	-4.923363719866833	1.947477130381664	10	50	lung
aupr_drop	0.0	0.0	0.0			10	50	immune
aupr_drop	-0.0003549430822627	9.953281368102475e-08	-0.0003550426150764	-3566.0911124266863	-0.1979876820000797	10	50	external_krasnow_lung
