evidence_set	mean_type	n_rows	mean_pearson	min_pearson	max_pearson	mean_spearman	n_sig_q_lt_0_10	n_sig_q_lt_0_05
top_10k	mean_all	4	-0.14304421017584495	-0.3265114702340147	0.3202126218755557	-0.04710465155473042	4	4
top_10k	mean_nonzero	4	0.5183202526484222	0.4455009274157289	0.5672233193096454	0.04016543837650996	4	4
top_2k	mean_all	4	-0.1870465909052695	-0.3785441576410798	0.2077889761058605	-0.020103092783505166	4	4
top_2k	mean_nonzero	4	0.6892956951267708	0.6729222313941436	0.6991946179918153	0.06743760173629951	4	4
