source	target	score
MXI1	TPSAB1	0.05016961693763733
NFIX	DERL3	0.050120522578557335
MAL	MZB1	0.05007680132985115
MAL	SLC14A1	0.050018930435180665
MXI1	TSPAN5	0.04993522498342726
MXI1	SLC7A14	0.049735795706510544
NCOA4	IGLV2-14	0.04954797029495239
MXI1	TCAM1P	0.049340080469846725
NCOA4	CFAP77	0.04900258779525757
PBX1	RP11-15E1.5	0.048968881368637085
MXI1	IL7R	0.048870064594127516
MAL	GSPT1	0.04882566856615471
NEUROD1	FAM83A-AS1	0.04865529015660286
MXI1	ABCC9	0.048637259751558304
PBX1	TPSAB1	0.04845525111470904
MXI1	RP11-1334A24.5	0.04826810956001282
MXI1	KB-1440D3.21	0.048207104206085205
MAL	RP11-567M21.3	0.048062752932310104
MAL	SNORD11	0.04766545072197914
LYL1	ADH6	0.04723336175084114
NFE2	IGHG2	0.047027867287397385
MAL	CTNNAL1	0.047013971209526065
MAL	GYPC	0.046984657645225525
MAL	FBXO9	0.04673337936401367
MXI1	HSPB3	0.04667919501662254
NEUROD1	RHCE	0.04664614796638489
MAL	IL1R1	0.046525636315345766
LYL1	DKK1	0.0464508943259716
MAL	HEMGN	0.046328166127204896
MAL	CCL20	0.045804332941770554
FOXA1	DPM2	0.045742232352495193
MAL	HMBS	0.04568415383497874
MXI1	RP11-159F24.2	0.04553670808672905
MXI1	IGHG4	0.04487766822179159
NCOA4	ACSL6	0.044810457362069026
PBX1	TSPAN5	0.0447913222014904
GATA1	TPSAB1	0.04467320814728737
FOXA1	CCL4	0.04466601088643074
FOXA1	RBM38	0.04458896443247795
MAL	CDH2	0.044538240879774094
MAL	DPM2	0.04445907970269521
NFIX	CTC-439N6.1	0.04439850151538849
SOX6	MNDA	0.044303566217422485
MAL	IGKC	0.043905845284461974
NCOA4	FAM83A-AS1	0.043854206800460815
NCOA4	TPSAB1	0.04377577304840088
MXI1	DRC7	0.043740734457969666
MAL	DCAF12	0.04373556673526764
MAL	IGHA1	0.04366795854134993
PBX1	IGHG2	0.04361619055271149
NCOA4	CLDN5	0.043546254436175026
SOX6	MAL	0.0434764139354229
MXI1	MAL	0.04336149295171102
NFIX	IL7R	0.04329386353492737
MXI1	CHP2	0.04316481575369835
NFIX	CSNKA2IP	0.04305613040924072
MAL	GLUL	0.042993100250468534
TAL1	FCGR3B	0.042902469635009766
NCOA4	TSPAN5	0.042797787769420725
NCOA4	IGHV1-2	0.04243174567818642
FOXA1	LCN2	0.04241683706641197
MAL	EPB41	0.042286467044911485
SOX6	CTC-439N6.1	0.04221290349960327
MAL	MXI1	0.04213368495305379
FOXA1	IGHA1	0.041838139295578
MAL	SLC7A14	0.041792500764131546
MXI1	RP11-245P10.6	0.04176781699061394
MAL	TENT5C	0.041751138188622215
PBX1	R3HDM4	0.04147255793213844
MAL	RNF10	0.04142939773472873
NCOA4	MMP13	0.04139840975403786
NFE2	DRC7	0.04120256379246712
MAL	AC096579.15	0.0410926379263401
MXI1	ABALON	0.04096762463450432
LYL1	AC096579.15	0.040938002367814384
MAL	C9orf78	0.040908495585123696
MAL	PADI4	0.04090775549411774
NCOA4	TPSB2	0.040881916880607605
GATA1	TPSB2	0.04080551490187645
SOX6	IGHM	0.040511179715394974
NEUROD1	GABRG2	0.040481869131326675
NFE2	IGHG1	0.04043072462081909
NFE2	CLC	0.040281444787979126
LYL1	KDM7A-DT	0.040245965123176575
LYL1	CTC-439N6.1	0.04022783786058426
MXI1	OPRPN	0.04020990803837776
MXI1	XIRP2	0.040187787264585495
NCOA4	XIRP2	0.04010044410824776
MAL	H1-2	0.04008831801237883
GATA1	BASP1	0.03994693234562874
NFIX	IGKV4-1	0.039906722803910576
NCOA4	KDM7A-DT	0.039897727966308597
PBX1	RP11-477H21.2	0.03983461856842041
MAL	ADIPOR1	0.03983198354641596
PBX1	RP11-792D21.3	0.039544086903333664
MAL	HSPA1A	0.03950642761976823
MAL	IGHG3	0.039489547411600746
PBX1	FCGR3B	0.039285797625780106
MXI1	RP11-477H21.2	0.03922430798411369
LYL1	IGHV2-5	0.03921777009963989
MAL	CLDN5	0.03921470046043396
MAL	RNU6-1092P	0.039190348237752914
MAL	IGHG4	0.03915829584002495
NCOA4	ABALON	0.03915634751319885
MXI1	IGHV4-55	0.03915480896830559
MAL	ATP6V0C	0.039130760090691705
MXI1	FGA	0.039066570500532784
LYL1	IGHV1-46	0.03905605152249336
FOXA1	IGHG3	0.039029400795698166
MAL	YBX3	0.03896798565983772
MAL	IGHG2	0.038910333067178726
SOX6	IGHV3-7	0.03876330330967903
MAL	EIF2AK1	0.03872792078898503
NFIX	IGLV6-57	0.03864644095301628
MXI1	GSPT1	0.03863754106122394
LYL1	IGKV1D-8	0.0386069118976593
MAL	OPTN	0.03859027102589607
LYL1	MZB1	0.038441240787506104
MAL	GMPR	0.03843238949775696
MAL	RP11-1299A16.3	0.03834661468863487
LYL1	CEACAM8	0.038343243300914764
LYL1	TMEM242-DT	0.03831354156136513
MAL	IGF2R	0.03822512865066528
GATA1	LINC02318	0.03816762939095497
NCOA4	IL7R	0.03808837908285635
ANKRD1	IL1R2	0.03804435953497887
MAL	SLC2A1	0.037973083555698395
NCOA4	CYP3A4	0.03792756795883179
GATA1	LYZ	0.037901490926742554
MAL	PLEK2	0.03783543035387993
LYL1	IL7R	0.037829067558050156
SOX6	TSPAN5	0.03782586753368378
NCOA4	KLK3	0.03779350593686104
MAL	BNIP3L	0.03774802883466085
MXI1	TENT5C	0.03771601989865303
LYL1	JCHAIN	0.03771585496989163
MAL	SLC25A39	0.03771407787616436
LYL1	IGLV1-47	0.0377127043902874
LYL1	IGKV3-20	0.03769708797335625
MXI1	MZB1	0.037687347693876785
LYL1	IGKV1-5	0.037652868777513504
NEUROD1	TUSC7	0.037601009011268616
NCOA4	RP11-15E1.5	0.03755059838294983
LYL1	IGHG4	0.037526972591876984
MAL	APOA1	0.03749429062008858
NCOA4	TUSC7	0.037456344813108444
MAL	KLC3	0.03737223520874977
NCOA4	RP11-439C15.4	0.037267785519361496
PBX1	CTD-2272D18.1	0.03723127022385597
MXI1	SNORD71	0.03722497448325157
MXI1	OR10AH1P	0.03718576952815056
MAL	IGHA2	0.03716783598065376
PBX1	TPSB2	0.03716653159686497
MAL	IGHG1	0.03715680167078972
MAL	BAG1	0.036998591252735684
SOX6	IGLV6-57	0.03695322945713997
MXI1	RBM38	0.03690213658088862
LYL1	IGHG2	0.03688604065350124
NFE2	S100P	0.036727964878082275
MAL	GUK1	0.03664865249242538
NCOA4	RNU6-1092P	0.036615852266550064
MAL	TALDO1	0.03658023834228516
FOXA1	IGLC3	0.03655213117599487
PBX1	CTSG	0.03654608875513077
TAL1	TMEM242-DT	0.03644957020878792
MXI1	CCL20	0.03644741475582123
TAL1	TPSAB1	0.036256166795889534
MAL	BPGM	0.03624181946118673
MXI1	RP11-826N14.1	0.036237698048353195
TAL1	IGHG3	0.03620317950844765
MXI1	IGKV3-20	0.03619845708211263
SOX6	S100P	0.036188697814941405
PBX1	BASP1	0.03617255389690399
PBX1	IGF2R	0.03615704476833344
LYL1	IGHG1	0.03608436981836955
LYL1	IGHM	0.035997370878855385
MXI1	EIF1AY	0.03596278599330357
NCOA4	IGHV5-51	0.0359543114900589
NFE2	CPA3	0.03595215454697609
MAL	SLC40A1	0.035868335515260696
MAL	NCOA4	0.03574221625047572
MAL	BSG	0.03571134805679321
PBX1	KRT1	0.03556935861706734
NCOA4	RP11-792D21.3	0.03552957996726036
MAL	SIAH2	0.035514656040403575
NCOA4	CLC	0.03548318396011988
SOX6	TRBV27	0.03546417877078056
MXI1	CCL4	0.0354328490793705
NFIX	IGHM	0.03539848327636719
MAL	MFSD2B	0.035326968878507614
MXI1	IGHV4-34	0.03529652580618858
MXI1	TMEM242-DT	0.03526663780212402
FOXA1	IGHGP	0.0352339930832386
MAL	YPEL3	0.03521350658301151
MXI1	TPSB2	0.035208714505036674
NCOA4	LINC02318	0.03518958389759064
LYL1	RAP1GAP	0.03512457385659218
SOX6	CSF3R	0.0350989818572998
MAL	CHPT1	0.03509769908019474
MXI1	EPB41	0.035008768240610756
NFE2	FAM240B	0.03493468090891838
NCOA4	NATD1	0.03490765765309334
NCOA4	DERL3	0.03488293748635512
PBX1	MARCHF8	0.034791991114616394
NKX2-5	RP11-398J13.1	0.03475946560502052
PBX1	TMEM242-DT	0.034669890999794006
MXI1	ALB	0.034639147420724235
NCOA4	RP11-474N24.7	0.03462809696793556
NFIX	ACSL6	0.03458629921078682
PBX1	APOA1	0.034531671553850174
LYL1	SNORD17	0.03451651707291603
SOX6	JCHAIN	0.034432160357634224
NCOA4	RBM38	0.034295759819172045
MXI1	IGHG3	0.034260561068852745
MXI1	C9orf78	0.03420393350647717
FOXA1	EPB41	0.03397531434893608
MAL	SOX6	0.03396375849843025
NFIX	FCGR3B	0.03395529463887215
NCOA4	MAL	0.03394498895196354
MXI1	RNF10	0.03393085119200916
MXI1	PIM1	0.033923014517753355
FOXA1	ADIPOR1	0.03386330604553223
TAL1	LINC02318	0.03384222462773323
SOX6	S100A12	0.033740460872650146
TAL1	TPSB2	0.03372863928476969
PBX1	MZB1	0.03363420441746712
MXI1	JCHAIN	0.03362470865249634
PBX1	G0S2	0.03357740342617035
NFE2	CDH2	0.033546190708875656
PBX1	SAA1	0.03351305425167084
ANKRD1	LYZ	0.033455740660429
NCOA4	RP3-466P17.2	0.03344790264964104
SOX6	FCGR3B	0.03335406258702278
MXI1	FBXO9	0.03334882855415344
GATA1	RP3-466P17.2	0.03332841768860817
NKX2-5	RP11-709A23.2	0.03331960365176201
NEUROD1	ABCC9	0.03323450684547424
GATA1	CPA3	0.03323202580213547
MAL	CTSB	0.033226437866687775
PBX1	C1QA	0.03317517042160034
PBX1	RNF10	0.03314934919277827
MAL	TCP11L2	0.033131355047225954
MXI1	CTNNAL1	0.03312648336092631
LYL1	MNDA	0.033114822137923466
PBX1	ERN2	0.03309684991836548
NCOA4	IGHV1-69	0.03302275016903877
MXI1	H1-2	0.03301067393401574
TAL1	CPA3	0.032986911634604134
MAL	ABALON	0.032986681908369064
MAL	MKRN1	0.03295227885246277
MAL	BCL2L1	0.03288869063059489
MAL	RIOK3	0.032864821584601155
MXI1	OPTN	0.03285209834575653
GATA1	MMP20	0.032850008457899094
SOX6	SLC8A1	0.03279423713684082
GATA1	IL7R	0.03274363651871681
MAL	GABARAPL2	0.03273062109947204
LYL1	PRG4	0.03264970704913139
MXI1	IGKC	0.03264261860596506
MAL	TUBB2A	0.03258492052555084
PBX1	MMP9	0.03257560729980469
NEUROD1	ST6GALNAC4	0.03255464881658554
NCOA4	RP11-265D17.2	0.03255245462059975
LYL1	IGLV5-45	0.032515499740839005
LYL1	RBM38	0.03251418375199841
FOXA1	IGKC	0.03247702121734619
LYL1	LACRT	0.032444898039102554
NKX2-5	APOH	0.03240948170423508
NCOA4	GSPT1	0.0324068877656581
ANKRD1	RNF10	0.03240327537059784
MAL	BBOF1	0.03237536922097206
PBX1	SLC2A1	0.03232337161898613
MXI1	IGHV3-30	0.03229625150561333
SOX6	IGHG1	0.0322839617729187
MXI1	IGHA1	0.03228389662365581
MAL	PRDX2	0.032263143704487726
PBX1	APOC3	0.032204244285821915
MAL	PLAUR	0.03219715878367424
MXI1	CLDN5	0.03219482551018397
LYL1	RP11-257N21.1	0.032187219709157944
NCOA4	RP11-477H21.2	0.03216269984841347
ANKRD1	SLC8A1	0.03215298429131508
MAL	OSBP2	0.03212289214134216
MXI1	DPCD	0.032107909520467125
MXI1	NUDT4B	0.0320943221449852
MAL	ACSL1	0.03204309940338135
MAL	GLRX5	0.032037285466988884
PBX1	IGHG4	0.03200552985072136
LYL1	PRKAA2	0.03199012950062752
MXI1	TCP11L2	0.03197431564331055
NFE2	IL1R2	0.03195004714162726
PBX1	IGLV1-40	0.03194337710738182
PBX1	HLA-DRA	0.031894881278276443
MXI1	SRRD	0.03188956677913666
MAL	TRBV27	0.03187188133597374
LYL1	IGHV3-53	0.0318613201379776
LYL1	IGLV3-21	0.031853087246418
MXI1	DERL3	0.03184432122442457
LYL1	TPSAB1	0.03183414414525032
NCOA4	MZB1	0.03181531031926473
MXI1	IGKV2-24	0.03177988901734352
FOXA1	IGLC2	0.03175020217895508
MAL	ISCA1	0.03174709379673004
TAL1	IGKC	0.03174294903874397
NKX2-5	RP11-285C1.2	0.03173191472887993
NKX2-5	TNNC1	0.03169883042573929
LYL1	IGHV3-23	0.03163818642497063
NFE2	PGLYRP1	0.03163391080769626
MXI1	URAHP	0.03162750229239464
PBX1	STRADB	0.031568463891744614
NCOA4	ATP6V0C	0.031531267166137696
LYL1	TPSB2	0.03145511820912361
NCOA4	GABRG2	0.0314289815723896
MXI1	GYPC	0.03140549774629524
LYL1	DERL3	0.031403664499521255
NFE2	FCGR3B	0.03138112359576755
NFIX	IGLC3	0.03136342465877533
SOX6	IGHG2	0.03135879710316658
MXI1	SLC14A1	0.031269256885235124
LYL1	IGHG3	0.03126828372478485
ANKRD1	CSF3R	0.031231185421347618
ANKRD1	IL1B	0.031212538480758667
FOXA1	DMTN	0.031211646273732185
ANKRD1	SAA1	0.031187890097498894
SOX6	RETN	0.031093967457612354
MXI1	IGF2R	0.03108276681202214
LYL1	HLA-DRA	0.03106358490492168
NFE2	PATE1	0.031039437279105186
MXI1	ATP6V0C	0.03099868032667372
NCOA4	IGLV1-40	0.030979348346590996
MXI1	MARCHF8	0.030961286563139696
LYL1	IGHA2	0.030946085850397747
SOX6	IGF2R	0.03092127350660471
PBX1	MT1L	0.030893733724951744
GATA1	RP11-201E8.1	0.030874816700816154
NCOA4	C9orf78	0.03084073022559837
MXI1	SLC2A1	0.03077158970492227
MXI1	IGLV1-40	0.03075629472732544
LYL1	FCGR3B	0.03074286026614053
PBX1	CPA3	0.030739709734916687
MXI1	PIP	0.030737852677702904
NCOA4	RP1-84D21.2	0.030710922554135323
SOX6	MARCHF8	0.03069455807025616
PBX1	CCL20	0.030689755454659462
SOX6	KCNJ15	0.030684053897857666
NCOA4	S100P	0.030677045646466707
LYL1	PIP	0.030636124312877655
NCOA4	FAM240B	0.0306127667427063
MXI1	FGB	0.03054792433977127
LYL1	IGKC	0.03051511085394657
LYL1	IGHV1-69	0.030495887622237206
PBX1	EPB41	0.030493324622511864
LYL1	IGLC3	0.030477639701631334
SOX6	BASP1	0.030471360141580753
MXI1	FBXO7	0.030461207765047668
MXI1	IGLV4-69	0.030366679653525352
PBX1	CTSB	0.03029556707902388
SOX6	IGHG3	0.030275875702500343
SOX6	NATD1	0.03018561750650406
MXI1	CHPT1	0.03015477316720145
MXI1	RHCE	0.030145088210701942
SOX6	PADI4	0.03010340966284275
SOX6	ALPL	0.03009750135242939
NCOA4	IGHG2	0.03009538186921014
NFE2	NATD1	0.03008914552628994
PBX1	RP11-310E22.7	0.030087700113654137
TAL1	CXCL1	0.030078722164034843
MXI1	S100P	0.030037119108087876
MXI1	HMBS	0.030029037967324257
TAL1	PBX1	0.030027709901332855
NCOA4	CDH2	0.030003316700458527
NCOA4	PIM1	0.029929212985500213
PBX1	CCL4	0.029922544956207275
MXI1	PLEK2	0.02991683967411518
SOX6	IL1R2	0.029909583074705943
SOX6	R3HDM4	0.029905384237116032
PBX1	CYP4B1	0.029874322935938835
LYL1	TSPAN5	0.029839893946280845
NCOA4	IGLJ3	0.02981194294989109
NCOA4	GNLY	0.029799193143844604
MXI1	IGHV1-18	0.029793107882142067
NFIX	APOA1	0.029783377423882484
GATA1	GSPT1	0.02977844327688217
NFE2	S100A12	0.029729625582695006
NCOA4	PATE1	0.02971634268760681
NCOA4	JCHAIN	0.02969889177216424
LYL1	IGKV3-11	0.02969842217862606
SOX6	IGHA1	0.029668518475123813
ANKRD1	C1QA	0.029614180326461792
PBX1	CXCL1	0.029571527615189552
NFE2	RP11-1260E13.1	0.029507292434573174
NFIX	CEACAM8	0.02945670299232006
PBX1	PLA2R1	0.02942681312561035
FOXA1	MICAL2	0.02942446619272232
NFIX	RP11-254F19.4	0.029419487342238426
MXI1	HAGH	0.02941406016447106
PBX1	IGHA1	0.02941274642944336
NCOA4	KRT17	0.029344946146011353
NCOA4	MMP20	0.029322773218154907
NCOA4	AC096579.15	0.029295616425000705
NFIX	IGHV3-15	0.029287412762641907
MXI1	CTSG	0.02926398627460003
NFIX	SAA2	0.029254456982016563
NFIX	FGA	0.029181262478232384
MXI1	DPM2	0.029139844079812367
HOXD1	MICAL2	0.029127022251486778
NFIX	CYP4B1	0.02908841334283352
LYL1	TENT5C	0.02908168597654863
NFE2	MNDA	0.02907391475594562
LYL1	R3HDM4	0.029023812575773758
FOXA1	S100A8	0.028990915045142174
MXI1	APOA1	0.02897767225901286
TAL1	CTD-2272D18.1	0.028942465782165527
MXI1	FGG	0.028937866911292076
MXI1	ST6GALNAC4	0.028928532319910386
NFIX	IGHV1-18	0.02890450693666935
PBX1	RP11-254F19.4	0.028859620913863182
MXI1	APOA4	0.028721081092953682
PBX1	ADCYAP1	0.02871968410909176
ANKRD1	SLC25A37	0.028707563877105713
LYL1	IGHA1	0.02867802858352661
NFE2	PIP	0.028672674670815468
LYL1	CSF3R	0.02861649649483817
ANKRD1	BASP1	0.028605513274669647
MXI1	PRG4	0.028600236400961876
PBX1	EDIL3	0.028598934412002563
GATA1	PLAUR	0.028584828600287437
FOXA1	FECH	0.028541624546051025
PBX1	IGLC3	0.028515470524628956
NCOA4	IL1R2	0.028515392825717016
PBX1	C1QB	0.02850464917719364
MXI1	EIF2AK1	0.028472074595364657
NCOA4	S100A12	0.02845344278547499
LYL1	IGHV3-15	0.028443709015846252
FOXA1	FBXO7	0.028421059250831604
FOXA1	TESC	0.028349049389362335
NFE2	LYZ	0.028339615639518288
NCOA4	CPA3	0.028315889338652294
NCOA4	CSNKA2IP	0.028303980827331543
SOX6	AQP9	0.02825026959180832
MXI1	PRDX2	0.028220073534892157
MXI1	RIOK3	0.028216249064395304
SOX6	IGHA2	0.02821160852909088
NCOA4	R3HDM4	0.028182975361856183
PBX1	JCHAIN	0.028135856613516808
NCOA4	IGLV1-47	0.028101613745093346
SOX6	RNF10	0.028078714242348306
MXI1	ACSM2A	0.028070971369743347
TAL1	EDIL3	0.02804850973188877
NCOA4	SIAH2	0.028045602680481587
NFE2	LRG1	0.028043258757818313
NCOA4	IGKC	0.02803683594653481
MXI1	IGHG1	0.027936706319451332
HOXD1	PATE1	0.027911314740777016
SOX6	TMEM86B	0.027910441160202026
NEUROD1	RP11-329N11.1	0.027844011783599854
SOX6	SRRD	0.02781069464981556
LYL1	IGLC2	0.02779341737429301
MXI1	BAG1	0.027782440185546875
MXI1	IGHM	0.02776685827656796
SOX6	G0S2	0.027765117585659027
HOXD1	RP11-1260E13.1	0.027755415067076683
NCOA4	BLACAT1	0.027731431648135185
NCOA4	APOA1	0.027727452772004262
LYL1	GSPT1	0.02768435963877925
TAL1	PIP	0.027684323489665985
NCOA4	PLEK2	0.02766735213143485
LYL1	NATD1	0.02766340474287669
MXI1	IGHV3-23	0.0276558268815279
MXI1	HEMGN	0.027654359738032024
NCOA4	RP11-1260E13.1	0.027651043608784676
NFE2	KDM7A-DT	0.027643850073218346
NCOA4	TENT5C	0.027609270269220526
MXI1	YPEL3	0.027555304268995922
NFE2	CEACAM8	0.027554234489798546
NCOA4	GPR146	0.027553632855415344
MXI1	MKRN1	0.027551649345291987
NCOA4	FCGR3B	0.027524614945436135
MXI1	NATD1	0.027522193888823192
NFIX	CCL4	0.027507228776812553
LYL1	GYPC	0.027469173344698818
ANKRD1	ACSL1	0.027442777529358864
PBX1	GSPT1	0.02742081880569458
FOXA1	CSF3R	0.027378728613257408
NEUROD1	IGHV4-28	0.027340417727828026
NCOA4	RP11-217O12.1	0.027335643768310547
NCOA4	IGHM	0.02733390227608059
NFIX	IGKC	0.027313235402107238
SOX6	MXI1	0.027308561735683017
GATA1	GNLY	0.027263298630714417
SOX6	HLA-DRA	0.027241775766015053
NCOA4	FBXO9	0.02723559580351177
PBX1	TAL1	0.027227734525998432
PBX1	TCP11L2	0.02721597005923589
HOXD1	ALAS2	0.027192741632461548
TAL1	MMP20	0.027182653546333313
NFE2	IL1B	0.027158913287249477
LYL1	CPA3	0.02715533971786499
ANKRD1	PLAUR	0.027147524058818817
NFE2	KCNJ15	0.027145017277110706
NFIX	FGG	0.027128195390105247
NFE2	AP000962.2	0.027125274762511253
E2F2	PGLYRP1	0.027008691802620888
NCOA4	RNF10	0.02698090171813965
TAL1	LYZ	0.026960453018546104
TAL1	RP3-466P17.2	0.026938453316688538
PBX1	FBXO9	0.02693605174620946
TAL1	GNLY	0.026935914531350136
PBX1	EIF1AY	0.026917271316051483
SOX6	CXCL8	0.026904990275700886
NCOA4	PBX1	0.026888936758041382
NCOA4	PI3	0.026886393626530964
ANKRD1	HSPA1A	0.026880482211709023
LYL1	S100P	0.026832615335782368
TAL1	RP11-201E8.1	0.02676519937813282
PBX1	CXCL8	0.02672106958925724
PAX3	PLEK2	0.026689788326621056
ANKRD1	PRG4	0.026638904586434364
NFE2	SLC8A1	0.02663595792723865
ANKRD1	IGF2R	0.026612892746925354
PBX1	ACSL1	0.026587992906570435
NFE2	CSF3R	0.026538905772295864
TAL1	THBS1	0.026525139808654785
SOX6	IGKC	0.026513184819902693
SOX6	RBM38	0.026496246457099915
PBX1	EIF2AK1	0.02647878655365535
HOXD1	PIP	0.02643933892250061
PBX1	CHPT1	0.026426689699292183
PBX1	DCAF12	0.02642328292131424
NCOA4	PIP	0.026369543746113777
NCOA4	RP11-201E8.1	0.026368098333477974
PBX1	PLAUR	0.026337718963623045
ANKRD1	CTSB	0.026327863335609436
NCOA4	LRG1	0.02630559355020523
PBX1	HEMGN	0.026299655437469482
PBX1	S100A12	0.02624306082725525
NEUROD1	IGLJ3	0.026233969256281853
LYL1	BASP1	0.02618988675455893
LYL1	FBXO9	0.02615477683696341
NFE2	PGC	0.026117047294974327
NCOA4	IGHV4-34	0.026050230488181114
NCOA4	EPB41	0.026029889782269795
E2F2	CEACAM8	0.026026302948594093
NCOA4	IGKV1D-39	0.025972479954361916
LYL1	IGLV2-11	0.02595517784357071
SOX6	LYZ	0.02592903162751879
NCOA4	FGA	0.025927269831299782
HOXD1	PGC	0.02592083252966404
LYL1	IGHV1-2	0.025899002328515053
TAL1	CXCL8	0.025868603959679604
ANKRD1	AQP9	0.0258485060185194
NFE2	R3HDM4	0.025839982848418385
SOX6	APOA4	0.025819974020123482
SOX6	H1-2	0.025806978344917297
PBX1	BNIP3L	0.025768950581550598
SOX6	GYPC	0.02575460324684779
NCOA4	ST6GALNAC4	0.025751826763153077
NCOA4	SRRD	0.02575122212108813
SOX6	PLVAP	0.025722965598106384
NCOA4	APOA4	0.025683829560875893
NFIX	C1QB	0.025648288428783417
NCOA4	HEMGN	0.02563955883185069
PBX1	DERL3	0.02562791109085083
NFE2	BASP1	0.0256231427192688
NCOA4	OPTN	0.025614364474427467
NCOA4	MAP2K3	0.02561069589800539
LYL1	PGLYRP1	0.025605807080864906
NFE2	MMP9	0.025589532322353788
NFE2	IGLC3	0.02558945305645466
PBX1	IL7R	0.02557925321161747
NFIX	IGHV4-59	0.025544801726937294
TAL1	HLA-DRA	0.02552783489227295
PBX1	IGLV2-8	0.025524012744426727
NEUROD1	HLA-DRA	0.025509441271424294
NFE2	PI3	0.025508977472782135
GATA1	AC011933.2	0.025508055463433266
LYL1	HTN3	0.02550317905843258
SOX6	YPEL3	0.025493151375225613
NCOA4	LINC01633	0.02549193799495697
PBX1	IGKC	0.02548676133155823
NFIX	MAP2K3	0.02548505278194652
NCOA4	ACSM2A	0.025484999641776085
LYL1	C1QA	0.025458350777626038
NCOA4	CEACAM8	0.025457749143242836
LYL1	PLEK2	0.025442933663725853
NFIX	GSPT1	0.02541261034853318
SOX6	GSPT1	0.025358695875514637
NFIX	ALPL	0.02534833364188671
NFIX	IL1R2	0.025337062776088715
SOX6	IL1B	0.025312225023905437
SOX6	IGKV4-1	0.025306208059191704
KLF1	AC011933.2	0.025300467386841774
PBX1	LYL1	0.025286734104156494
NFE2	SERPINB3	0.025270141661167145
LYL1	IGLV1-40	0.02526646355787913
NCOA4	IGF2R	0.025243114022647634
NCOA4	EIF1AY	0.025237255437033517
E2F2	IL1R2	0.025234557688236237
PBX1	SLC8A1	0.025234028697013855
TAL1	IL7R	0.02522973157465458
NCOA4	PGLYRP1	0.025228479877114296
HOXD1	HBQ1	0.025217846035957336
NEUROD1	ALB	0.025201482698321342
ANKRD1	MKRN1	0.025167519226670265
TAL1	RNF10	0.025152191519737244
ANKRD1	CXCL2	0.025143185630440712
LYL1	ALPL	0.025114810094237328
PBX1	MPP1	0.025094767411549885
NFE2	G0S2	0.02508481059755598
ANKRD1	CXCL8	0.025059126317501068
NEUROD1	IGHJ6	0.02504277229309082
NKX2-5	RP4-734C18.1	0.025022387504577637
ANKRD1	C9orf78	0.02498459257185459
FOXA1	PLEK2	0.024963950738310814
PBX1	AQP9	0.02495960332453251
NKX2-5	MFSD2B	0.024945154786109924
NCOA4	IGHV3-48	0.024933139483133953
LYL1	IL1R2	0.024923684922131626
ANKRD1	BLVRB	0.02491735853254795
NFIX	FHDC1	0.024912843480706215
SOX6	EPB41	0.024900048971176147
NFIX	TENT5C	0.02478876022192148
ANKRD1	G0S2	0.024752764031291008
NFIX	AMBP	0.024747833609580994
PBX1	IGHGP	0.02474025823175907
